Channel,ID,Prompt,Date
newbies 47,1.10E+18,crash tower Eifla in the future city,4/26/2023
newbies 47,1.09E+18,digital illustration about an ultra realistic mystical child  lily of the valley flower in the hair   4k  hdr   ,4/26/2023
newbies 77,5.96E+17,Three game characters are happily playing a computer game together  ,4/26/2023
newbies 77,1.95E+17,Adam and Eve as translucent beings stand in front of the Tree of Knowledge  Satan as an alien dragon hides behind trees watching  cinematic  highly detailed  photorealistic   ,4/26/2023
newbies 13,5.99E+17,AI distorted face of the moon seen from space  in a background of leaves  design in a circle,4/26/2023
newbies 13,1.08E+18,pot leaves deity marijuana god eyes in the style of Alex grey,4/26/2023
newbies 13,8.52E+17,the reaper  style by Yang Yongliang  ,4/26/2023
newbies 13,3.45E+17,super cute happy small monsters  ballons   confetti  party  pixar 3d colorful  ,4/26/2023
newbies 43,7.71E+17,SAP S 4HANA system landscape diagram ,4/26/2023
newbies 43,6.15E+17,an assassin from the assassin s Creed in the future atop a skyscraper at night,4/26/2023
newbies 43,1.10E+18,an illustration of a perfect white sphere half coted with black metal  The background should be blue to represent water ,4/26/2023
newbies 43,9.42E+17,2 cats taking photos for each other  background at the pool  anime style  ultra HD  8K   ,4/26/2023
newbies 43,1.09E+18, Aviator man without a bottom  ,4/26/2023
newbies 43,3.59E+17,Show a background photo of a animated Korean guy coding and working in the city wearing a dell technologies hat  ,4/26/2023
newbies 43,7.94E+17,doll with big head and big eyes  clowns outfit  mid century painted photo  sad face,4/26/2023
newbies 43,1.09E+18,Israeli Independence Day super realistic  real life  ,4/26/2023
newbies 73,7.02E+17,miffy rabbit sitting by a willow tree  wearing a dress with Chinese kite patterns,4/26/2023
newbies 26,1.10E+18,Watercolor Floral Books,4/26/2023
newbies 26,1.10E+18,EXTERNALURL a handsome man wearing glasses  confident and smiling  red leather jacket  looking at you   ,4/26/2023
newbies 26,1.09E+18,african royalty in cgi,4/26/2023
newbies 56,1.09E+18,cute tiger running,4/26/2023
newbies 56,7.88E+17,nespresso capsules in Front of a crown,4/26/2023
newbies 56,1.08E+18,geometric fig leaf  simple  vector  ,4/26/2023
newbies 56,1.02E+18,EXTERNALURL same bathroom with different styles   Color scheme  A black and white color scheme with pops of bright primary colors   red  blue  yellow   for accents  mimicking the colors in a cartoon  High gloss finishes for a whimsical look  Style  A whimsical space with exaggerated rounded features  like a cartoon concept bathroom  Egg shaped bathtub  sink basins and toilet  Round porthole mirrors and windows  Curved built in storage  Flooring  Black and white checkered tile flooring  like a comic book illustration  Or solid yellow  blue and red tiles arranged in a polka dot pattern  Wall decor  Framed vintage cartoon wallpaper  fabric or comic panels on select accent walls  Custom murals featuring favorite characters  Wall decals of stars  lightning bolts   ZAP    Lighting  Round bubble skylights or recessed lighting  Pendant lights with exaggerated primary colored globes  Neon accent lighting along trim saying  POW   or  KABOOM    Countertops  Solid yellow  red or blue countertops  Or white quartz countertops with embedded colorful glass fragments  buttons or beads in a polka dot pattern  Plumbing fixtures  Egg shaped bathtub and sinks in a glossy red  blue or yellow  Faucets with an exaggerated rounded design  Porthole windows behind sinks and showers  Toilet with rounded seat for seating  clouds   Storage  Rounded built in cabinets and drawers  Interior lined in comic book contact paper or wallpaper for a surprise pop of color and print  Hardware in primary colors  Accessories  Vintage cartoon towels  bathrobes and rugs  Trash cans  tissue boxes  soap dispensers featuring favorite character designs  Round porthole mirrors  Red rubber duckies  Ventilation  Motion activated audio with cartoon sounds   BOING     SPLAT    and fans for effect       ,4/26/2023
newbies 86,6.96E+17,futuristic hypercar  orange  huge side scoops  rear wing  low profile slick tires  nightime city scene  eastern style city  bright colorful lights  hyper realistic  ,4/26/2023
newbies 86,6.94E+17,eye inside the palm of the hand,4/26/2023
newbies 86,4.18E+17,super high reolution photo of an aging chewbacca holding a cane,4/26/2023
newbies 113,8.81E+17,PHOTOREALISTIC BLACK BEAUTY MODEL  PHOTOSHOOT LONG WAVY HAIR PARTED ON RIGHT SIDE  HALF BODY WEARING BRIGHT COLORS,4/26/2023
newbies 113,2.42E+17,tiny futuristic device that can create holograms realistic,4/26/2023
newbies 113,1.10E+18,mascot wire haired Jack Russell with a beer bottle  ,4/26/2023
newbies 113,1.10E+18,an photo for an invitation to a 40th birthday celebration featuring a man lost in the multiverse with cyberpunk aesthetics,4/26/2023
newbies 113,7.44E+17,festival poster for â€œFarmFest 2023â€,4/26/2023
newbies 143,8.95E+17,Architecture  concept sketch and plan  old submarine from 1920s  handdrawn  in the style of Norman Foster  ,4/26/2023
newbies 173,1.74E+17,viking holding axe black and white,4/26/2023
newbies 173,8.95E+17,a starlit expanse shining down on a field of daisy flowers and a small bunny flower  Rural England  1920s  abstract style of Constable  ultra detailed  cool light  ,4/26/2023
newbies 173,1.03E+18,EXTERNALURL wide shot  realistic dancing woman in space suit in the meadow  hyper realistic  photo  8k  Cinematic  Photography  Shot on 35mm lens  Vintage Film  Depth of Field  ,4/26/2023
newbies 173,1.10E+18,A Greek Beach  Thales  Pitagora and Aristotle  There exists somewhere  in the lofty realm of geometry  a bright place where it meets with poetry ,4/26/2023
newbies 173,6.02E+17,EXTERNALURL  as a realistic military scene cinematic scene showing the interconnected systems on the battlefield  ,4/26/2023
newbies 3,8.62E+17,lots on bottle with fish maw dessert on a wooden table,4/26/2023
newbies 3,1.10E+18,A minimalist yet impactful photo of athletes from different games standing straight and looking directly at the camera with a subdued mood  against a plain white background that enhances the raw emotions on their faces  Photography  high key shot with a wide angle lens  using lighting and composition to create a minimalist and introspective portrayal of sadness in sports   ,4/26/2023
newbies 3,1.06E+18,EXTERNALURL use the same photo and add cheetah and monkey on the street,4/26/2023
newbies 33,1.10E+18,mascot for mechatronics engineering,4/26/2023
newbies 93,8.13E+17,tryndamere shakes hands with yorick animated in the style of arcane,4/26/2023
newbies 17,9.18E+17,a silhouette of two people spaced 50 feet further from one another with an ethereal background that communicates a feeling of light happiness euphoria and hope for the future,4/26/2023
newbies 17,1.09E+18,Pigeon in flight  black and white  4k  background Greek architecture,4/26/2023
newbies 47,7.52E+17,In anime style  a 7 feet tall stick thin young woman dressed in lavender frills  She carries a heafty generator backpack that clashes with her outfit  The generator has cables connecting to two long laser rifles wielded in both hands  She looks like a giant Disney princess decked in military gear ,4/26/2023
newbies 47,6.96E+17,women  mouth  letter comming out from  distorted  waving  dark background  photorealistic  scream,4/26/2023
newbies 47,6.38E+17,black cartoon character  kid  afro  he is photogarpher he has a rottweilier,4/26/2023
newbies 47,1.09E+18,a very realistic photo of a fifties car in front of an abandoned factory with grafiti on the walls  ,4/26/2023
newbies 47,1.08E+18,hipster looking coffee shop  with plants and antique furnitures  big windows with golden light beams passing through  ,4/26/2023
newbies 47,1.10E+18,highly detailed painted landscape on the edge of the forest in the morning  sunlight  waterfall in the distance in the left corner left  in the center of the composition from the sky to land descends a vertical rainbow  fantastic water elemental in front of the rainbow on the ground  with his head bowed  raising his hands between the rainbow   ,4/26/2023
newbies 47,1.07E+18,The colorful snail  dramatic lights  going through the flower garden  8k  ,4/26/2023
newbies 77,9.94E+17,watercolor bluebarry cake clipart  hd  cream background  space out  ,4/26/2023
newbies 77,6.85E+17,Dutch style pancakes with cherries  folded  apple syrup on top with powdered sugar  main course  art deco  mouthwatering  gourmet photography  realistic  detailed  detailed  EOS 5D MARKII 85mm 8 lens  ultra sharp focus  cinematic professional lighting  ,4/26/2023
newbies 77,1.10E+18,Design a captivating book cover for the children s book  Sisters in the Sun  A Beach Adventure  that features two adorable womans aged 7 and  with dark hair  playing and laughing together on the beach  Use the medium of watercolor to create a dreamy and soft aesthetic  reminiscent of the warm and sunny atmosphere of a beach day  Use a shot that captures the womans in the center of the frame  with the sandy beach and the vast ocean in the background  The womans should be shown playing and collecting seashells to emphasize the fun and adventurous spirit of the book ,4/26/2023
newbies 43,1.09E+18,Futuristic  cool looking chameleon wearing smart glasses  manga style  colour gradient HEX   0F4C81 to HEX  263168 ,4/26/2023
newbies 43,1.07E+18,Create a logo for a men s canoe trip we hold in Sweden every year  and drink some canned beer and sail under bridges in Swedish rivers,4/26/2023
newbies 43,4.09E+17,If alerte from Malibu was some stuffed toys,4/26/2023
newbies 43,9.57E+17,EXTERNALURL big smile  paws in the air,4/26/2023
newbies 43,1.10E+18,black grouse  art deco style  ,4/26/2023
newbies 43,1.10E+18,Beautiful vacation spot  sandy beach  crystal blue waters  palm trees  tropical island  Plentiful lighting  high contrast  photorealism  8k   ,4/26/2023
newbies 43,7.91E+17,A photo of a table planted in farmland with a farmer watering it ,4/26/2023
newbies 43,3.59E+17,imagine background photo a dell computer and dell monitor displaying python code  Add the city in the background  ,4/26/2023
newbies 43,3.76E+17,Generate an photo of a colorful storefront with the Natural Life logo  surrounded by palm trees and tropical plants  Include a person walking into the store with a smile on their face  The store should have shelves full of CBD  Kratom  Kava  Mushrooms  and other natural health products ,4/26/2023
newbies 73,5.20E+17,cyborg typing at a computer  hyper realistic 8k  ,4/26/2023
newbies 26,1.10E+18,handsome man  blonde  muscular  skin fade haircut  looking into a mirror in his bathroom at his apartment,4/26/2023
newbies 26,1.09E+18,ancient rasta man cyborg dreadlocks with expose mechanical brain hD  ,4/26/2023
newbies 26,1.10E+18,lowfi art style  incense sticking burning from small potted terracotta plant in window of bedroom cat sleeping in the window smoldering cigarette in a tray on the window sill with smoke coiling with the smoke of the incense neon pink and organge sunset,4/26/2023
newbies 26,1.10E+18,EXTERNALURL use this photo and make a banner in the size 1080X1080 with sending a video sms by using mobile phone and use dollar and money background ,4/26/2023
newbies 56,1.07E+18,dish with smoke,4/26/2023
newbies 56,7.17E+17,a Jedi in the dragon ball universe with futuristic armor holding a lightsaber ,4/26/2023
newbies 56,1.10E+18,design an essential oils label for a blend called bac Guard,4/26/2023
newbies 56,7.88E+17,photorealistic skier in the Jungle,4/26/2023
newbies 86,1.08E+18,Workspace  distributed  ,4/26/2023
newbies 113,8.81E+17,3D logo of black cat and crescent moon  universe in background,4/26/2023
newbies 113,6.84E+17,3d logo insignia with an ar15,4/26/2023
newbies 113,1.10E+18,taproom with many beer selections  People and dogs should be in the room  The room should have a living room vibe with a thick wooden bar and bookshelves behind the counter  There should be cozy couches and the room should have a midcentury modern decor  There should be outside seating available   ,4/26/2023
newbies 113,1.09E+18,A mesmerizing landscape in Provence with a vibrant vineyard in the foreground  sprawling lavender fields  a quaint farmhouse nestled in the distance  and a brilliant sunset sky casting warm hues across the scene  capturing the peaceful ambiance of the countryside  Photography  DSLR camera with a 24mm lens  8  100s  ISO 100   ,4/26/2023
newbies 113,1.09E+18,2004 Porsche Cayenne Outlaw  matte Olive with black trim  oversized black rims v5  s 1000,4/26/2023
newbies 113,7.44E+17,poster for a camping festival on a farm for â€œFarm Fest 2023â€,4/26/2023
newbies 113,4.15E+17,Editable Unicorn  rainbow and little stars invite baby invitations party  cute and pastel colors  Printable digital download P386,4/26/2023
newbies 113,2.42E+17,a round device that creates images of people around it in a city,4/26/2023
newbies 113,1.09E+18,a car that is a combination of a G 550  Defender 110  and the B21 Stealth Raider ,4/26/2023
newbies 113,1.10E+18,2 women and man type writing in a 1930 s workshop style black and white with a view on new york by the window,4/26/2023
newbies 113,4.95E+17,a park bench melting into the sidewalk in central park  camera low angle,4/26/2023
newbies 143,1.25E+17,EXTERNALURL a spider librarian,4/26/2023
newbies 143,1.09E+18,DRAW A photo MADE WITH A BLUE BALLPOINT PEN ,4/26/2023
newbies 173,6.69E+17,the album artwork for the secret unreleased 1970s Pink Floyd album,4/26/2023
newbies 173,1.74E+17,dragon head staring straight at me  red and black,4/26/2023
newbies 173,7.52E+17,medieval city in cyberpunk style lots of pink and yellow neon lights photo,4/26/2023
newbies 3,1.10E+18,EXTERNALURL clean cut edgy,4/26/2023
newbies 3,1.07E+18,silhouette of a woman with two daisies on her chest  3d ultra render high definition  highly detailed  iluminism  photorealistic  high definition   64k   cinematic   color grading   depth of field   photo   realistic,4/26/2023
newbies 3,4.08E+17,EXTERNALURL This is a base for a A frame cabin suspended by columns in Bocas del Toro  Imagine it  a mix of modern and traditional architecture  with an exterior balcony and a circular stair to access the first level  Also  the bed can be moved into that exterior balcony ,4/26/2023
newbies 3,8.11E+17,a stone altar with a an evil magic dagger lying on top,4/26/2023
newbies 33,7.52E+17,sugar skull coloring page for painting  high quality,4/26/2023
newbies 33,1.10E+18,car logo  electric  vector  flat 3d,4/26/2023
newbies 33,8.20E+17,EXTERNALURL anime inspired character designs  vivienne tam  comic art  barbiecore  ,4/26/2023
newbies 33,1.03E+18,a photo of Star Wars but all the rebels are vikings  ,4/26/2023
newbies 63,9.19E+17,record player spinning with music notes coming out of the top,4/26/2023
newbies 63,9.32E+17,mixed race male  eyes closed  abstract  acrylic paint  color abstraction  blue color symbolism  pop expressionism paint style  textures and leaves coming out of head,4/26/2023
newbies 63,1.09E+18,Black and white minimalistic line art of a frozen lake in winter surrounded by pine trees and mountains  Two teenage womans ice skate in the far distance ,4/26/2023
newbies 93,6.98E+17,Simple minimalistic japanese macaque logo,4/26/2023
newbies 93,4.14E+17,woman 15 years old in cyberpunk world with long hair  yellow eyes and medical on her face,4/26/2023
newbies 93,1.10E+18,drawing sketch style  farmhouse with a dog on the front porch  red 1950s truck in driveway  dog on the front porch of the house  logo style,4/26/2023
newbies 93,8.13E+17,hyper realistic photography of tryndamere fighting yorick behind him stands his Ultimate Maiden of the Mist on top lane in the summerns rift  ,4/26/2023
newbies 17,9.18E+17,a complex symmetrical d photo with a euphoric color scheme and varying geometric shapes and depths  ,4/26/2023
newbies 17,3.86E+17,EXTERNALURL Illustration  Color  Paint  Glasses  topper  ,4/26/2023
newbies 17,1.10E+18,Singapore shophouse front facing simple engraved blue and white,4/26/2023
newbies 17,7.85E+17,beatiful sky  yokohama xmt  tire  on a sahara yellow w461 270cdi k  super realistic  in deseret,4/26/2023
newbies 47,6.38E+17,drawn like a naruto charcter  darkskin   young adult male  has a sword on his back  camera in his right hand  has a rottweiler,4/26/2023
newbies 47,1.10E+18,EXTERNALURL circuit texute walls,4/26/2023
newbies 47,9.70E+17,scifi photo realistic woman warrior on throne latina fierce blue feathers beautiful ,4/26/2023
newbies 47,8.63E+17,Cute korean teenage woman showcasing a blank white poster with her hands  cute smile  she is in a blue pastel background set for professional photography  context is producto photography  8k  highly detailed    ,4/26/2023
newbies 47,4.31E+17,EXTERNALURL made of bubbles  transparent  rainbow colored  subtle  hyperrealistic  photography  cyan  shrink wrap 8k  ,4/26/2023
newbies 47,1.07E+18,jungle  black panther jump  pack of wolves  turquoise  gray and blue  Gauguin,4/26/2023
newbies 47,1.07E+18,Gaming Assets  Mountains japanese  Morning  HD  Background parallax  Blur  ,4/26/2023
newbies 47,1.10E+18,creeper Minecraft warm  creeper in the tops in tower Eifla,4/26/2023
newbies 47,3.61E+17,A deserted street with one man wearing a coat  carrying a guitar in his hand  Nearby people walked their own paths without daring to stop  and there was only one street lamp  The atmosphere was desolate and dangerous ,4/26/2023
newbies 47,7.67E+17,EXTERNALURL a draw in pastel of a couple of cygnus olor with its wings spread in a lake  the draw should be made in dark colors and a gradient background,4/26/2023
newbies 47,9.37E+17,in year 2070 love between cyber humans   Its gonna the last human touch and love in the world   Realistic,4/26/2023
newbies 47,1.08E+18,the natural world  ,4/26/2023
newbies 47,1.73E+17,fantasy illustration  person in shadow  illuminated by streak of fire  ,4/26/2023
newbies 47,1.07E+18,an entrepreneur sitting at a desk  surrounded by papers  a laptop  and a whiteboard  The entrepreneur is holding a pen and looking intently at the whiteboard  which displays a business model canvas  The canvas outlines the key activities  resources  and partnerships required to create and deliver value to customers  The canvas also includes the nine key elements  such as customer segments  value proposition  channels  customer relationships  revenue streams  key activities  key resources  key partnerships  and cost structure  The laptop on the desk shows financial projections  and the papers and notes around the entrepreneur show the extensive research required to create a comprehensive business plan   ,4/26/2023
newbies 77,5.96E+17,A man in a steel helmet plays computer games happily with a lucky man and a teenager dressed as a doctor in a hospital  ,4/26/2023
newbies 77,1.07E+18,He Man and Skeletor fighting with sunset background and mountains of fire,4/26/2023
newbies 77,7.63E+17,a scene from movie transformers,4/26/2023
newbies 77,1.09E+18,Luka couffaine from miracoulous,4/26/2023
newbies 13,1.05E+18,game sprite cute chubby monster transparent background gold robot happy waving hello,4/26/2023
newbies 13,9.56E+17,a logo with the text  SSC  in front of a globe  with the spotify logo  surrounded by music notes  realistic  with detail,4/26/2023
newbies 13,8.02E+17,the bull is standing and the bear is behind him  in the style of colorful geometry  light red and dark green  dynamic action sequences  use of paper  logo  commission for  sumatraism  ,4/26/2023
newbies 13,5.99E+17,A pyramid of high heel shoes on top of a birthday cake with a us flag sticking out the top on a circular checkerboard pattern being lifted up by a ribbon by sparrows,4/26/2023
newbies 13,1.09E+18,website ui for a fashioin rental website  dark mode,4/26/2023
newbies 13,2.42E+17,stalker in gasmask at night with fire background,4/26/2023
newbies 43,9.32E+17,woman falling asleep at the dinner table while eating Italian pasta  Wooden table and design lamp in the window behind her  Low saturated colors  Hyperrealistic ,4/26/2023
newbies 43,1.09E+18,create a manga style sticker featuring a chameleon wearing augmented reality glasses  The chameleon should embody a fun and innovative spirit  reflecting the essence of technology  Make sure the design is eye catching and suitable for printing as a sticker ,4/26/2023
newbies 43,1.20E+17,Male firbolg druid with ginger hair and beard wearing leather armour and holding a mushroom staff ,4/26/2023
newbies 43,1.10E+18,Lola stumbles upon a beautiful mermaid who is stuck on a rock The mermaid explains that she needs help getting back to the water because she s injured Lola agrees to help and frees the mermaid from the rock EXTERNALURL,4/26/2023
newbies 43,9.57E+17,EXTERNALURL bulldog english  skin pink  white paws  have green books in right hand  big white mustache  8K  graphism walt disney  big smile on face  happy  expressive face,4/26/2023
newbies 43,7.02E+17,male wood elf from elder scrolls  pencil sketch  black and white  tshirt design  vector,4/26/2023
newbies 43,7.91E+17,I need a photo of a dog with a watermelon head and a palm tree leg ,4/26/2023
newbies 43,6.94E+17,San juan beach alicante cyberpunk  neon and japaneses characters,4/26/2023
newbies 43,4.09E+17,postapocalyptic world with scuffed toys,4/26/2023
newbies 43,1.09E+18,A GAMES ROOM IN 3D PERIPHERAL WAY ,4/26/2023
newbies 43,1.10E+18,arctic bird in art deco style  ,4/26/2023
newbies 43,6.13E+17,Kid riding a cat in a cyberpunk world  High quality 8k s 750,4/26/2023
newbies 43,7.71E+17,Growing photo of dog,4/26/2023
newbies 73,3.93E+17,rose garden  ,4/26/2023
newbies 73,7.56E+17,an older version of a man talking to a younger version of himself isometric illustrion 4,4/26/2023
newbies 73,5.18E+17,A man smile   holding a bitcoin   bitcoin in zip lock bag in his hand   inside a Zip lock bag is bitcoin   the main color is purple   the background green   soft contrast   instant capture  8k  full length shot  ultra detailed,4/26/2023
newbies 26,1.09E+18,An antelope spy in a 007 like suit shoots the enemy with a Beretta  in a lively motion  Banksy style,4/26/2023
newbies 26,1.10E+18,the words â€œBarber Ambitionzâ€ in neon color spray paint on a white background,4/26/2023
newbies 26,9.02E+17,reative portrait | GENRE  Time travel | EMOTION  Nostalgic | SCENE  superhero superman in a battle with a giant glowing green robot alien | ACTORS  superman henry cavill | LOCATION TYPE  city at night | CAMERA MODEL  Fujifilm X T4 | CAMERA LENSE  56mm | SPECIAL EFFECTS  fire and lasers | TAGS  creative portrait  battle  nostalgic  graphic superhero  reflective metal  epic  ,4/26/2023
newbies 26,9.85E+17,School play  wide shot  7yr old kids on stage dressed in rat costumes  looking miserable,4/26/2023
newbies 26,1.09E+18,a mockup of a beautiful blonde women with long hair with a soft smile wearing a black Gildan 18000 sweatshirt and a pair of jeans standing in front of a white backdrop,4/26/2023
newbies 56,8.39E+17,straberry cake  close up  macro lense  ,4/26/2023
newbies 56,1.10E+18,logo with Aya Huma Danzante  dressed in urban style clothes  in the background the volcano Imbabura,4/26/2023
newbies 56,1.10E+18,create a blank a4 white paper on an office study desk,4/26/2023
newbies 56,1.10E+18,All orange leaf background Photographed by Cristina Mittermeier  using a Nikon Z7 with a telephoto lens  the lighting natural and soft bright background ,4/26/2023
newbies 56,7.88E+17,high quality website Design for a coffee Brand,4/26/2023
newbies 56,1.10E+18,3D Monogram A Z Shadow Box  Custom Name  Alphabet Family Name SVG  Family Sign  Housewarming Gift   layered cardstock svg   for cricut,4/26/2023
newbies 56,7.17E+17,hyper realistic Digimon characters   ,4/26/2023
newbies 86,9.10E+17,abstract in beige brown white and lavender  on white background 16 9,4/26/2023
newbies 86,1.91E+17,EXTERNALURL neoclassical luxury living room  indirect lighting  marble  wood panels on walls  greek god marble sculpture in a corner  natural lighting  arched doorways and marble columns  diffused lighting  real estate photography  unreal engine  hyperrealistic  35mm lens  f2   ,4/26/2023
newbies 86,1.04E+18,dog food logo  traditional illustration style  black red white,4/26/2023
newbies 86,1.10E+18,EXTERNALURL Old beautiful happy  excited  woman  with silky hair  in a cart speeding,4/26/2023
newbies 113,1.09E+18,EXTERNALURL  in a black suit and red tie  with american flag behind him  ultra realistic,4/26/2023
newbies 113,7.44E+17,black and white circular logo for Symphonic String club  minimalist  violin,4/26/2023
newbies 113,1.03E+18,lake sea dreamy poetic beautiful ,4/26/2023
newbies 113,6.84E+17,soldiers crawling on the beaches of Galveston Texas,4/26/2023
newbies 113,1.10E+18,3D logo for a veterinary that cares for cows  dogs  sheep called QUINTAMAR  ,4/26/2023
newbies 113,9.19E+17,Rene Magritte art of a just married couple  woman with a rabbit mask and the man with a tiger mask standing in a park on a sunny day holding a pink balloon  with a dome of glass  realistic  cinematic  high resolutions  high definition  high detail 8k,4/26/2023
newbies 113,2.94E+17,electronic future house in city from cyberpunk  vivid colors  realistic materials  concept design  award winning themes  ,4/26/2023
newbies 143,5.19E+17,illustrated dinosaur eating cheeseburger  ,4/26/2023
newbies 143,9.27E+17,EXTERNALURL as a dog in a children s book illustration  warm  friendly  belgian malinois,4/26/2023
newbies 173,1.74E+17,dungeons and dragons  druid  gnome  wild shape,4/26/2023
newbies 173,1.07E+18,Sleek emblem for a burrito place,4/26/2023
newbies 3,1.09E+18,wild big red pig on the moon  earth  atmosphere  stars  8k  4k  ultra quality  realistic  detailed  ,4/26/2023
newbies 3,1.07E+18,a world made of water and no lands  floating houses  a magic portal in the middle  highly detailed  photorealistic  depth,4/26/2023
newbies 3,8.11E+17,a black bladed dagger with snake design around the hilt lying on a stone slab,4/26/2023
newbies 33,1.03E+18,The Lord of the Rings characters as 1970s glitter rock stars  ,4/26/2023
newbies 33,9.24E+17,a friendly looking human beeing in front of a friendly AI with a yellow glowing brain looking into each other s eyes  photorealistic,4/26/2023
newbies 33,1.10E+18,Tesla logo  electrical  vector  flat 3d,4/26/2023
newbies 63,1.06E+18,the map of the Djollof empire at its peak,4/26/2023
newbies 93,1.10E+18,rough sketch of dog laying on the front porch of an old country store  rocking chairs,4/26/2023
newbies 17,1.09E+18,EXTERNALURL same man with his mom in a lab,4/26/2023
newbies 17,1.09E+18,Jesus  profile  Gothic crown  with crosses  contrasting light  8k,4/26/2023
newbies 17,1.01E+18,uncle sam  sherlock holmes  a fox  and a police officer navigating a maze of data,4/26/2023
newbies 17,9.18E+17,a photo project of photos where the first photo is in a city and somewhere in the photo is another person taking a photo and the 2nd photo if of the perspective of that persons photo and the same for the 3rd and 4th photos,4/26/2023
newbies 47,1.10E+18,buffet  food  cupcakes  croquettes  pastries  4k  realistic  product photography  logo  png,4/26/2023
newbies 47,1.07E+18,striped gray cat with green eyes and fluffy tail  sunset light  backlight,4/26/2023
newbies 47,7.79E+17,many butterflies pattern in aqua colours using the lymphatic system as a detail in the wings of the butterfky,4/26/2023
newbies 47,1.10E+18,A male human with light brown skin  wearing sci fi   battle Armor    while a war is taking place in the background   illustration comic book style  ,4/26/2023
newbies 47,3.61E+17,A man is carrying a box containing a guitar on a desolate street ,4/26/2023
newbies 47,1.08E+18,geometric monochrome trapezoid pattern  ,4/26/2023
newbies 77,9.94E+17,A watercolor stunning sunset over a mountain range  with warm colors filling the sky and a sense of peace and tranquility in the air  space out  ,4/26/2023
newbies 13,1.09E+18,Tasty Chicken with risotto and broccoli on plates,4/26/2023
newbies 13,1.80E+17,presentation background  thin winding gold lines on a bright gray blue background  ,4/26/2023
newbies 13,9.92E+17,a huge creature coloring page with a crown  in the style of gritty horror comics  traditional animation   sopheap pich  EXTERNALURL  dissolving  nabis   sudersan pattnaik  EXTERNALURL  dark white and light aquamarine   black widow coloring pages  in the style of nightmarish creatures   stephen hillenburg  EXTERNALURL  dissolving  dayak art   stephen gammell  EXTERNALURL  kushan empire  cryptid academia  ,4/26/2023
newbies 13,9.56E+17,image of a man with headphones on  facing a compure  in an upscale well decorated office with numerous country flags in the background  with team members in the background  also on their computers  with headphones on,4/26/2023
newbies 13,7.66E+17,underwater big eye fish full body between corals and marine life  vivid colors,4/26/2023
newbies 13,1.07E+18,experience center dj gear showroom,4/26/2023
newbies 43,1.08E+18,italian alien making a pepperoni pizza in a pizza parlor in New York City  hyperrealistic  pastels  space,4/26/2023
newbies 43,9.32E+17,Create an photo of a Chinese lucky cat in metallic and pink neon colors  The cat should be sitting on its hind legs and have a height of around 20cm  The cat s body should be painted in a metallic silver color with pink neon stripes running along its back and legs  The cat s eyes should be large and painted in a bright pink neon color  and its nose should be painted in a metallic gold color  The cat s ears should be painted in a metallic pink color  Behind the cat  there should be a glowing pink neon circle  representing the cat s aura  The cat should have a confident and vibrant expression  as if it s radiating good fortune,4/26/2023
newbies 43,8.05E+17,Tiny thailand coffee shop   Modern,4/26/2023
newbies 43,1.10E+18,jamini roy style painting of a pelican bird ,4/26/2023
newbies 43,3.80E+17,adloscent teen wearing commoner clothes on the ground  covering eyes from light  underground  crumbling ruins  no sun  floating magic rune  rune as source of light  warm color palette  beautiful lighting  HD  digital art  Unreal Engine  Ultra Detailed  HD  Wide angle,4/26/2023
newbies 43,1.09E+18,white background  minimalist design  wineskin  drawing,4/26/2023
newbies 43,1.20E+17,Female halfling paladin with ginger hair and green eyes  Wearing scale mail armour and holding a flail and shield ,4/26/2023
newbies 43,1.09E+18,manga style cute chameleon  grinning  wearing virtual reality glasses  asasticker with white background,4/26/2023
newbies 43,6.94E+17,building for young people in manzanares with gym  pingpong  play statioin  cinema,4/26/2023
newbies 73,7.56E+17,Progression of woman growing from a baby to a teenager isometric illustration â€“ 4,4/26/2023
newbies 26,9.02E+17,Cinematic shot | GENRE  Adventure | EMOTION  Exhilarating | SCENE  top of skyscraper | TAGS  8k  shot from movie  cinema composition shot  professional color grading  dramatic cityscape  sharp focus  film grain  inspiring atmosphere  triumphant scene  breathtaking heights  hyper realistic  powerful gusts  endless vistas | CAMERA LENSE  85mm 8 | SPECIAL EFFECTS  Ultra detailed  ultra photorealistic | ACTORS  superman henry cavill | LOCATION TYPE  Exterior |  ,4/26/2023
newbies 26,1.10E+18,vector black and white typography of the phrase â€œPR or ERâ€ going from left to right bold and smooth  ,4/26/2023
newbies 26,7.58E+17,1990 screengrab of female model Emily Blunt wearing a metallic silver mini dress with a plunging neckline and puffy sleeves  paired with black patent leather ankle boots  fashion movie scene  Balenciaga commercial  ,4/26/2023
newbies 26,1.10E+18,Clarence Thomas at his impeachment trial for accepting bribes ,4/26/2023
newbies 26,6.91E+17,y2k Japanese styled cartoon character,4/26/2023
newbies 26,6.93E+17,EXTERNALURL A photographic of a mermaid standing in the water with a dark silver dress style  movie scene  a volcano far away in the background  it is almost night  backlight  the mermaid is analog film 120mm ektar  ,4/26/2023
newbies 26,1.10E+18,image is a logotype  Logotype is the word spelled out â€œBâ€ â€œaâ€ â€œrâ€ â€œbâ€ â€œeâ€ â€œrâ€ in neon colors spray paint on a white background ,4/26/2023
newbies 56,7.29E+17,photo of men drivers and women driver staying in front of car  its like official magazine titul photo  they are proud  working for travel company  its sunny day  ,4/26/2023
newbies 56,3.97E+17,Cars,4/26/2023
