Channel,ID,Prompt,Date,Tokenized Text,Adjectives Removed,Stemmed Tokens
newbies 47,6.96E+17,women  mouth  letter comming out from  distorted  waving  dark background  photorealistic  scream,4/26/2023,"['women', 'mouth', 'letter', 'comming', 'waving', 'dark', 'background', 'scream']","['women', 'mouth', 'letter', 'comming', 'waving', 'background', 'scream']","['women', 'mouth', 'letter', 'com', 'wave', 'dark', 'background', 'scream']"
newbies 47,6.38E+17,black cartoon character  kid  afro  he is photogarpher he has a rottweilier,4/26/2023,"['cartoon', 'character', 'kid', 'afro', 'photogarpher', 'rottweilier']","['cartoon', 'character', 'kid', 'afro', 'photogarpher']","['cartoon', 'charact', 'kid', 'afro', 'photogarph', 'rottweili']"
newbies 47,1.09E+18,a very realistic photo of a fifties car in front of an abandoned factory with grafiti on the walls  ,4/26/2023,"['photo', 'fifties', 'car', 'front', 'factory', 'grafiti', 'walls']","['photo', 'fifties', 'car', 'factory', 'grafiti', 'walls']","['photo', 'fifti', 'car', 'front', 'factori', 'grafiti', 'wall']"
newbies 47,1.08E+18,hipster looking coffee shop  with plants and antique furnitures  big windows with golden light beams passing through  ,4/26/2023,"['hipster', 'looking', 'coffee', 'shop', 'plants', 'antique', 'furnitures', 'windows', 'beams', 'passing']","['hipster', 'looking', 'coffee', 'shop', 'plants', 'furnitures', 'windows', 'beams', 'passing']","['hipster', 'look', 'coffe', 'shop', 'plant', 'antiqu', 'furnitur', 'window', 'beam', 'pass']"
newbies 47,1.10E+18,highly detailed painted landscape on the edge of the forest in the morning  sunlight  waterfall in the distance in the left corner left  in the center of the composition from the sky to land descends a vertical rainbow  fantastic water elemental in front of the rainbow on the ground  with his head bowed  raising his hands between the rainbow   ,4/26/2023,"['highly', 'detailed', 'painted', 'landscape', 'edge', 'morning', 'sunlight', 'waterfall', 'distance', 'left', 'corner', 'left', 'center', 'composition', 'sky', 'land', 'descends', 'rainbow', 'water', 'elemental', 'front', 'rainbow', 'ground', 'head', 'bowed', 'raising', 'hands', 'rainbow']","['highly', 'detailed', 'painted', 'landscape', 'edge', 'morning', 'sunlight', 'waterfall', 'distance', 'left', 'corner', 'left', 'composition', 'sky', 'land', 'descends', 'water', 'front', 'rainbow', 'ground', 'head', 'bowed', 'raising', 'hands', 'rainbow']","['highli', 'detail', 'paint', 'landscap', 'edg', 'morn', 'sunlight', 'waterfal', 'distanc', 'left', 'corner', 'left', 'center', 'composit', 'sky', 'land', 'descend', 'rainbow', 'water', 'element', 'front', 'rainbow', 'ground', 'head', 'bow', 'rais', 'hand', 'rainbow']"
newbies 47,1.07E+18,The colorful snail  dramatic lights  going through the flower garden  8k  ,4/26/2023,"['snail', 'lights', 'going', 'garden', '8k']","['snail', 'lights', 'going', 'garden', '8k']","['snail', 'light', 'go', 'garden', '8k']"
newbies 77,9.94E+17,watercolor bluebarry cake clipart  hd  cream background  space out  ,4/26/2023,"['watercolor', 'bluebarry', 'cake', 'clipart', 'hd', 'cream', 'background', 'space']","['watercolor', 'bluebarry', 'cake', 'clipart', 'hd', 'cream', 'background', 'space']","['watercolor', 'bluebarri', 'cake', 'clipart', 'hd', 'cream', 'background', 'space']"
newbies 77,6.85E+17,Dutch style pancakes with cherries  folded  apple syrup on top with powdered sugar  main course  art deco  mouthwatering  gourmet photography  realistic  detailed  detailed  EOS 5D MARKII 85mm f 1 8 lens  ultra sharp focus  cinematic professional lighting  ,4/26/2023,"['style', 'pancakes', 'cherries', 'folded', 'apple', 'syrup', 'sugar', 'course', 'art', 'deco', 'mouthwatering', 'photography', 'realistic', 'detailed', 'eos', '5d', 'markii', '85mm', 'f', '1', '8', 'lens', 'focus', 'professional', 'lighting']","['style', 'pancakes', 'cherries', 'folded', 'apple', 'syrup', 'sugar', 'course', 'art', 'deco', 'mouthwatering', 'photography', 'detailed', 'eos', '5d', 'markii', '85mm', 'f', '1', '8', 'lens', 'focus', 'lighting']","['style', 'pancak', 'cherri', 'fold', 'appl', 'syrup', 'sugar', 'cours', 'art', 'deco', 'mouthwat', 'photographi', 'realist', 'detail', 'eo', '5d', 'markii', '85mm', 'f', '1', '8', 'len', 'focu', 'profession', 'light']"
newbies 77,1.10E+18,Design a captivating book cover for the children s book  Sisters in the Sun: A Beach Adventure  that features two adorable girls aged 7 and 5  with dark hair  playing and laughing together on the beach  Use the medium of watercolor to create a dreamy and soft aesthetic  reminiscent of the warm and sunny atmosphere of a beach day  Use a shot that captures the girls in the center of the frame  with the sandy beach and the vast ocean in the background  The girls should be shown playing and collecting seashells to emphasize the fun and adventurous spirit of the book ,4/26/2023,"['design', 'captivating', 'book', 'cover', 'children', 'book', 'sisters', 'sun', ':', 'beach', 'adventure', 'features', 'two', 'girls', 'aged', '7', '5', 'hair', 'playing', 'laughing', 'together', 'beach', 'use', 'medium', 'watercolor', 'create', 'dreamy', 'reminiscent', 'warm', 'atmosphere', 'beach', 'day', 'use', 'shot', 'captures', 'girls', 'center', 'frame', 'beach', 'ocean', 'background', 'girls', 'shown', 'playing', 'collecting', 'seashells', 'emphasize', 'fun', 'spirit', 'book']","['design', 'captivating', 'book', 'cover', 'children', 'book', 'sisters', 'sun', ':', 'beach', 'adventure', 'features', 'two', 'girls', 'aged', '7', '5', 'hair', 'playing', 'laughing', 'together', 'beach', 'use', 'medium', 'watercolor', 'create', 'warm', 'atmosphere', 'beach', 'day', 'use', 'captures', 'girls', 'center', 'frame', 'background', 'girls', 'shown', 'playing', 'collecting', 'seashells', 'emphasize', 'spirit', 'book']","['design', 'captiv', 'book', 'cover', 'children', 'book', 'sister', 'sun', ':', 'beach', 'adventur', 'featur', 'two', 'girl', 'age', '7', '5', 'hair', 'play', 'laugh', 'togeth', 'beach', 'use', 'medium', 'watercolor', 'creat', 'dreami', 'reminisc', 'warm', 'atmospher', 'beach', 'day', 'use', 'shot', 'captur', 'girl', 'center', 'frame', 'beach', 'ocean', 'background', 'girl', 'shown', 'play', 'collect', 'seashel', 'emphas', 'fun', 'spirit', 'book']"
newbies 43,1.09E+18,Futuristic  cool looking chameleon wearing smart glasses  manga style  colour gradient HEX:  0F4C81 to HEX: 263168 ,4/26/2023,"['cool', 'looking', 'chameleon', 'wearing', 'glasses', 'manga', 'style', 'colour', 'gradient', 'hex', ':', '0f4c81', 'hex', ':', '263168']","['cool', 'looking', 'chameleon', 'wearing', 'glasses', 'style', 'colour', 'gradient', 'hex', ':', '0f4c81', 'hex', ':', '263168']","['cool', 'look', 'chameleon', 'wear', 'glass', 'manga', 'style', 'colour', 'gradient', 'hex', ':', '0f4c81', 'hex', ':', '263168']"
newbies 43,1.07E+18,Create a logo for a men s canoe trip we hold in Sweden every year  and drink some canned beer and sail under bridges in Swedish rivers,4/26/2023,"['create', 'logo', 'men', 'trip', 'hold', 'sweden', 'every', 'year', 'drink', 'beer', 'sail', 'bridges', 'rivers']","['create', 'men', 'trip', 'hold', 'sweden', 'every', 'year', 'drink', 'beer', 'sail', 'bridges', 'rivers']","['creat', 'logo', 'men', 'trip', 'hold', 'sweden', 'everi', 'year', 'drink', 'beer', 'sail', 'bridg', 'river']"
newbies 43,4.09E+17,If alerte from Malibu was some stuffed toys,4/26/2023,"['alerte', 'malibu', 'toys']","['alerte', 'malibu', 'toys']","['alert', 'malibu', 'toy']"
newbies 43,9.57E+17,EXTERNALURL big smile  paws in the air,4/26/2023,"['externalurl', 'smile', 'paws', 'air']","['externalurl', 'paws', 'air']","['externalurl', 'smile', 'paw', 'air']"
newbies 43,1.10E+18,black grouse  art deco style  ,4/26/2023,"['grouse', 'art', 'deco', 'style']","['grouse', 'art', 'deco', 'style']","['grous', 'art', 'deco', 'style']"
newbies 43,1.10E+18,Beautiful vacation spot  sandy beach  crystal blue waters  palm trees  tropical island  Plentiful lighting  high contrast  photorealism  8k   ,4/26/2023,"['vacation', 'spot', 'beach', 'waters', 'palm', 'trees', 'island', 'plentiful', 'lighting', 'contrast', 'photorealism', '8k']","['vacation', 'spot', 'beach', 'waters', 'palm', 'trees', 'island', 'lighting', 'contrast', 'photorealism', '8k']","['vacat', 'spot', 'beach', 'water', 'palm', 'tree', 'island', 'plenti', 'light', 'contrast', 'photor', '8k']"
newbies 43,7.91E+17,A picture of a table planted in farmland with a farmer watering it ,4/26/2023,"['picture', 'table', 'planted', 'farmland', 'farmer', 'watering']","['picture', 'table', 'planted', 'farmland', 'farmer', 'watering']","['pictur', 'tabl', 'plant', 'farmland', 'farmer', 'water']"
newbies 43,3.59E+17,imagine background picture a dell computer and dell monitor displaying python code  Add the city in the background  ,4/26/2023,"['imagine', 'background', 'picture', 'dell', 'computer', 'dell', 'monitor', 'displaying', 'python', 'code', 'add', 'city', 'background']","['imagine', 'background', 'picture', 'dell', 'computer', 'dell', 'monitor', 'displaying', 'python', 'code', 'add', 'city', 'background']","['imagin', 'background', 'pictur', 'dell', 'comput', 'dell', 'monitor', 'display', 'python', 'code', 'add', 'citi', 'background']"
newbies 43,3.76E+17,Generate an image of a colorful storefront with the Natural Life logo  surrounded by palm trees and tropical plants  Include a person walking into the store with a smile on their face  The store should have shelves full of CBD  Kratom  Kava  Mushrooms  and other natural health products ,4/26/2023,"['generate', 'image', 'storefront', 'natural', 'life', 'logo', 'surrounded', 'palm', 'trees', 'plants', 'include', 'person', 'walking', 'store', 'smile', 'face', 'store', 'shelves', 'cbd', 'kratom', 'kava', 'mushrooms', 'health', 'products']","['generate', 'image', 'life', 'logo', 'surrounded', 'trees', 'plants', 'include', 'person', 'walking', 'store', 'face', 'store', 'shelves', 'cbd', 'kava', 'mushrooms', 'health', 'products']","['gener', 'imag', 'storefront', 'natur', 'life', 'logo', 'surround', 'palm', 'tree', 'plant', 'includ', 'person', 'walk', 'store', 'smile', 'face', 'store', 'shelv', 'cbd', 'kratom', 'kava', 'mushroom', 'health', 'product']"
newbies 73,5.20E+17,cyborg typing at a computer  hyper realistic 8k  ,4/26/2023,"['cyborg', 'typing', 'computer', 'hyper', '8k']","['cyborg', 'typing', 'computer', 'hyper', '8k']","['cyborg', 'type', 'comput', 'hyper', '8k']"
newbies 26,1.10E+18,handsome man  blonde  muscular  skin fade haircut  looking into a mirror in his bathroom at his apartment,4/26/2023,"['man', 'blonde', 'skin', 'fade', 'haircut', 'looking', 'mirror', 'bathroom', 'apartment']","['man', 'blonde', 'skin', 'fade', 'haircut', 'looking', 'mirror', 'bathroom', 'apartment']","['man', 'blond', 'skin', 'fade', 'haircut', 'look', 'mirror', 'bathroom', 'apart']"
newbies 26,1.09E+18,ancient rasta man cyborg dreadlocks with expose mechanical brain hD  ,4/26/2023,"['rasta', 'man', 'cyborg', 'dreadlocks', 'brain', 'hd']","['rasta', 'man', 'cyborg', 'dreadlocks', 'brain', 'hd']","['rasta', 'man', 'cyborg', 'dreadlock', 'brain', 'hd']"
newbies 26,1.10E+18,lowfi art style  incense sticking burning from small potted terracotta plant in window of bedroom cat sleeping in the window smoldering cigarette in a tray on the window sill with smoke coiling with the smoke of the incense neon pink and organge sunset,4/26/2023,"['art', 'style', 'incense', 'sticking', 'burning', 'potted', 'terracotta', 'plant', 'window', 'bedroom', 'cat', 'sleeping', 'window', 'smoldering', 'cigarette', 'tray', 'window', 'sill', 'smoke', 'coiling', 'smoke', 'incense', 'neon', 'pink', 'organge', 'sunset']","['art', 'style', 'incense', 'sticking', 'burning', 'potted', 'terracotta', 'plant', 'window', 'bedroom', 'cat', 'sleeping', 'window', 'smoldering', 'cigarette', 'tray', 'window', 'sill', 'smoke', 'coiling', 'smoke', 'incense', 'neon', 'pink', 'organge', 'sunset']","['art', 'style', 'incens', 'stick', 'burn', 'pot', 'terracotta', 'plant', 'window', 'bedroom', 'cat', 'sleep', 'window', 'smolder', 'cigarett', 'tray', 'window', 'sill', 'smoke', 'coil', 'smoke', 'incens', 'neon', 'pink', 'organg', 'sunset']"
newbies 26,1.10E+18,EXTERNALURL use this image and make a banner in the size 1080X1080 with sending a video sms by using mobile phone and use dollar and money background ,4/26/2023,"['externalurl', 'use', 'image', 'make', 'banner', 'size', '1080x1080', 'sending', 'video', 'sms', 'using', 'phone', 'use', 'dollar', 'money', 'background']","['externalurl', 'use', 'image', 'make', 'banner', 'size', '1080x1080', 'sending', 'video', 'sms', 'using', 'phone', 'use', 'dollar', 'money', 'background']","['externalurl', 'use', 'imag', 'make', 'banner', 'size', '1080x1080', 'send', 'video', 'sm', 'use', 'phone', 'use', 'dollar', 'money', 'background']"
newbies 56,1.07E+18,dish with smoke,4/26/2023,"['dish', 'smoke']",['smoke'],"['dish', 'smoke']"
newbies 56,7.17E+17,a Jedi in the dragon ball universe with futuristic armor holding a lightsaber ,4/26/2023,"['jedi', 'dragon', 'ball', 'universe', 'armor', 'holding', 'lightsaber']","['jedi', 'dragon', 'ball', 'armor', 'holding', 'lightsaber']","['jedi', 'dragon', 'ball', 'univers', 'armor', 'hold', 'lightsab']"
newbies 56,1.10E+18,design an essential oils label for a blend called bac Guard,4/26/2023,"['design', 'oils', 'label', 'blend', 'called', 'bac', 'guard']","['design', 'oils', 'label', 'blend', 'called', 'bac', 'guard']","['design', 'oil', 'label', 'blend', 'call', 'bac', 'guard']"
newbies 56,7.88E+17,photorealistic skier in the Jungle,4/26/2023,"['skier', 'jungle']","['skier', 'jungle']","['skier', 'jungl']"
newbies 86,1.08E+18,Workspace  distributed  ,4/26/2023,"['workspace', 'distributed']","['workspace', 'distributed']","['workspac', 'distribut']"
newbies 113,8.81E+17,3D logo of black cat and crescent moon  universe in background,4/26/2023,"['3d', 'logo', 'cat', 'crescent', 'moon', 'universe', 'background']","['3d', 'cat', 'crescent', 'moon', 'universe', 'background']","['3d', 'logo', 'cat', 'crescent', 'moon', 'univers', 'background']"
newbies 113,6.84E+17,3d logo insignia with an ar15,4/26/2023,"['3d', 'insignia', 'ar15']","['3d', 'insignia', 'ar15']","['3d', 'insignia', 'ar15']"
newbies 113,1.10E+18,taproom with many beer selections  People and dogs should be in the room  The room should have a living room vibe with a thick wooden bar and bookshelves behind the counter  There should be cozy couches and the room should have a midcentury modern decor  There should be outside seating available   ,4/26/2023,"['taproom', 'beer', 'selections', 'people', 'dogs', 'room', 'room', 'living', 'room', 'vibe', 'wooden', 'bar', 'bookshelves', 'behind', 'counter', 'couches', 'room', 'midcentury', 'decor', 'outside', 'seating']","['taproom', 'beer', 'selections', 'people', 'dogs', 'room', 'room', 'living', 'room', 'vibe', 'bar', 'bookshelves', 'behind', 'counter', 'couches', 'room', 'midcentury', 'decor', 'outside', 'seating']","['taproom', 'beer', 'select', 'peopl', 'dog', 'room', 'room', 'live', 'room', 'vibe', 'wooden', 'bar', 'bookshelv', 'behind', 'counter', 'couch', 'room', 'midcenturi', 'decor', 'outsid', 'seat']"
newbies 113,1.09E+18,A mesmerizing landscape in Provence with a vibrant vineyard in the foreground  sprawling lavender fields  a quaint farmhouse nestled in the distance  and a brilliant sunset sky casting warm hues across the scene  capturing the peaceful ambiance of the countryside  Photography  DSLR camera with a 24mm lens  f 8  1 100s  ISO 100   ,4/26/2023,"['mesmerizing', 'landscape', 'provence', 'vineyard', 'foreground', 'sprawling', 'lavender', 'fields', 'quaint', 'farmhouse', 'nestled', 'distance', 'sunset', 'sky', 'casting', 'hues', 'across', 'scene', 'capturing', 'ambiance', 'countryside', 'photography', 'dslr', 'camera', '24mm', 'lens', 'f', '8', '1', '100s', 'iso', '100']","['mesmerizing', 'landscape', 'provence', 'vineyard', 'foreground', 'sprawling', 'lavender', 'fields', 'quaint', 'farmhouse', 'nestled', 'distance', 'sunset', 'sky', 'casting', 'hues', 'across', 'scene', 'capturing', 'ambiance', 'countryside', 'photography', 'dslr', 'camera', '24mm', 'lens', 'f', '8', '1', '100s', 'iso', '100']","['mesmer', 'landscap', 'provenc', 'vineyard', 'foreground', 'sprawl', 'lavend', 'field', 'quaint', 'farmhous', 'nestl', 'distanc', 'sunset', 'sky', 'cast', 'hue', 'across', 'scene', 'captur', 'ambianc', 'countrysid', 'photographi', 'dslr', 'camera', '24mm', 'len', 'f', '8', '1', '100', 'iso', '100']"
newbies 113,1.09E+18,2004 Porsche Cayenne Outlaw  matte Olive with black trim  oversized black rims v5  s 1000,4/26/2023,"['2004', 'porsche', 'cayenne', 'outlaw', 'matte', 'olive', 'rims', 'v5', '1000']","['2004', 'porsche', 'cayenne', 'outlaw', 'matte', 'rims', 'v5', '1000']","['2004', 'porsch', 'cayenn', 'outlaw', 'matt', 'oliv', 'rim', 'v5', '1000']"
newbies 113,7.44E+17,poster for a camping festival on a farm for â€œFarm Fest 2023â€,4/26/2023,"['poster', 'camping', 'festival', 'farm', 'fest', '2023â€\x9d']","['poster', 'camping', 'farm', '2023â€\x9d']","['poster', 'camp', 'festiv', 'farm', 'fest', '2023â€\x9d']"
newbies 113,4.15E+17,Editable Unicorn  rainbow and little stars invite baby invitations party  cute and pastel colors  Printable digital download P386,4/26/2023,"['unicorn', 'rainbow', 'stars', 'baby', 'invitations', 'party', 'cute', 'pastel', 'colors', 'download', 'p386']","['rainbow', 'stars', 'baby', 'invitations', 'party', 'pastel', 'colors', 'download', 'p386']","['unicorn', 'rainbow', 'star', 'babi', 'invit', 'parti', 'cute', 'pastel', 'color', 'download', 'p386']"
newbies 113,2.42E+17,a round device that creates images of people around it in a city,4/26/2023,"['round', 'device', 'creates', 'images', 'people', 'around', 'city']","['round', 'device', 'creates', 'images', 'people', 'around', 'city']","['round', 'devic', 'creat', 'imag', 'peopl', 'around', 'citi']"
newbies 113,1.09E+18,a car that is a combination of a G 550  Defender 110  and the B21 Stealth Raider ,4/26/2023,"['car', 'combination', 'g', '550', 'defender', '110', 'b21', 'stealth', 'raider']","['car', 'combination', 'g', '550', 'defender', '110', 'b21', 'stealth', 'raider']","['car', 'combin', 'g', '550', 'defend', '110', 'b21', 'stealth', 'raider']"
newbies 113,1.10E+18,2 women and 1 man type writing in a 1930 s workshop style black and white with a view on new york by the window,4/26/2023,"['2', 'women', '1', 'man', 'type', 'writing', '1930', 'workshop', 'style', 'view', 'york', 'window']","['2', 'women', '1', 'man', 'type', 'writing', '1930', 'style', 'view', 'york', 'window']","['2', 'women', '1', 'man', 'type', 'write', '1930', 'workshop', 'style', 'view', 'york', 'window']"
newbies 113,4.95E+17,a park bench melting into the sidewalk in central park  camera low angle,4/26/2023,"['park', 'bench', 'melting', 'sidewalk', 'park', 'camera', 'angle']","['park', 'bench', 'melting', 'sidewalk', 'park', 'camera', 'angle']","['park', 'bench', 'melt', 'sidewalk', 'park', 'camera', 'angl']"
newbies 143,1.25E+17,EXTERNALURL a spider librarian,4/26/2023,"['externalurl', 'spider', 'librarian']","['spider', 'librarian']","['externalurl', 'spider', 'librarian']"
newbies 143,1.09E+18,DRAW A PICTURE MADE WITH A BLUE BALLPOINT PEN ,4/26/2023,"['draw', 'picture', 'made', 'blue', 'ballpoint', 'pen']","['picture', 'made', 'ballpoint', 'pen']","['draw', 'pictur', 'made', 'blue', 'ballpoint', 'pen']"
newbies 173,6.69E+17,the album artwork for the secret unreleased 1970s Pink Floyd album,4/26/2023,"['album', 'artwork', '1970s', 'pink', 'floyd', 'album']","['album', 'artwork', '1970s', 'pink', 'floyd', 'album']","['album', 'artwork', '1970', 'pink', 'floyd', 'album']"
newbies 173,1.74E+17,dragon head staring straight at me  red and black,4/26/2023,"['dragon', 'head', 'staring', 'straight']","['dragon', 'head', 'staring']","['dragon', 'head', 'stare', 'straight']"
newbies 173,7.52E+17,medieval city in cyberpunk style lots of pink and yellow neon lights photo,4/26/2023,"['city', 'style', 'lots', 'pink', 'neon', 'lights', 'photo']","['city', 'style', 'lots', 'pink', 'lights', 'photo']","['citi', 'style', 'lot', 'pink', 'neon', 'light', 'photo']"
newbies 3,1.10E+18,EXTERNALURL clean cut edgy,4/26/2023,"['externalurl', 'cut', 'edgy']","['externalurl', 'cut', 'edgy']","['externalurl', 'cut', 'edgi']"
newbies 3,1.07E+18,silhouette of a woman with two daisies on her chest  3d ultra render high definition  highly detailed  iluminism  photorealistic  high definition + 64k + cinematic + color grading + depth of field + photo   realistic,4/26/2023,"['silhouette', 'woman', 'two', 'daisies', '3d', 'render', 'definition', 'highly', 'iluminism', 'definition', '+', '64k', '+', '+', 'color', 'grading', '+', 'depth', 'field', '+', 'photo', 'realistic']","['woman', 'two', 'daisies', '3d', 'definition', 'highly', 'definition', '+', '64k', '+', '+', 'color', 'grading', 'field', '+', 'photo', 'realistic']","['silhouett', 'woman', 'two', 'daisi', '3d', 'render', 'definit', 'highli', 'ilumin', 'definit', '+', '64k', '+', '+', 'color', 'grade', '+', 'depth', 'field', '+', 'photo', 'realist']"
newbies 3,4.08E+17,EXTERNALURL This is a base for a A frame cabin suspended by columns in Bocas del Toro  Imagine it  a mix of modern and traditional architecture  with an exterior balcony and a circular stair to access the first level  Also  the bed can be moved into that exterior balcony ,4/26/2023,"['externalurl', 'base', 'frame', 'cabin', 'suspended', 'columns', 'bocas', 'del', 'toro', 'imagine', 'mix', 'architecture', 'balcony', 'stair', 'access', 'level', 'also', 'bed', 'moved', 'balcony']","['base', 'frame', 'cabin', 'suspended', 'columns', 'bocas', 'del', 'imagine', 'mix', 'architecture', 'balcony', 'stair', 'access', 'level', 'also', 'bed', 'moved', 'balcony']","['externalurl', 'base', 'frame', 'cabin', 'suspend', 'column', 'boca', 'del', 'toro', 'imagin', 'mix', 'architectur', 'balconi', 'stair', 'access', 'level', 'also', 'bed', 'move', 'balconi']"
newbies 3,8.11E+17,a stone altar with a an evil magic dagger lying on top,4/26/2023,"['stone', 'altar', 'magic', 'dagger', 'lying', 'top']","['stone', 'altar', 'dagger', 'lying']","['stone', 'altar', 'magic', 'dagger', 'lie', 'top']"
newbies 33,7.52E+17,sugar skull coloring page for painting  high quality,4/26/2023,"['sugar', 'skull', 'coloring', 'page', 'painting', 'quality']","['sugar', 'skull', 'coloring', 'page', 'painting', 'quality']","['sugar', 'skull', 'color', 'page', 'paint', 'qualiti']"
newbies 33,1.10E+18,car logo  electric  vector  flat 3d,4/26/2023,"['car', 'logo', 'vector', '3d']","['car', 'logo', 'vector', '3d']","['car', 'logo', 'vector', '3d']"
newbies 33,8.20E+17,EXTERNALURL anime inspired character designs  vivienne tam  comic art  barbiecore  ,4/26/2023,"['externalurl', 'anime', 'inspired', 'character', 'designs', 'vivienne', 'art', 'barbiecore']","['externalurl', 'anime', 'character', 'designs', 'vivienne', 'art', 'barbiecore']","['externalurl', 'anim', 'inspir', 'charact', 'design', 'vivienn', 'art', 'barbiecor']"
newbies 33,1.03E+18,a photo of Star Wars but all the rebels are vikings  ,4/26/2023,"['photo', 'star', 'wars', 'rebels', 'vikings']","['photo', 'star', 'wars', 'rebels', 'vikings']","['photo', 'star', 'war', 'rebel', 'vike']"
newbies 63,9.19E+17,record player spinning with music notes coming out of the top,4/26/2023,"['record', 'player', 'spinning', 'music', 'notes', 'coming']","['record', 'player', 'spinning', 'music', 'notes', 'coming']","['record', 'player', 'spin', 'music', 'note', 'come']"
newbies 63,9.32E+17,mixed race male  eyes closed  abstract  acrylic paint  color abstraction  blue color symbolism  pop expressionism paint style  textures and leaves coming out of head,4/26/2023,"['race', 'eyes', 'closed', 'paint', 'color', 'abstraction', 'blue', 'color', 'symbolism', 'pop', 'expressionism', 'paint', 'style', 'textures', 'leaves', 'coming', 'head']","['race', 'eyes', 'closed', 'paint', 'color', 'abstraction', 'blue', 'color', 'symbolism', 'pop', 'expressionism', 'paint', 'style', 'textures', 'leaves', 'coming', 'head']","['race', 'eye', 'close', 'paint', 'color', 'abstract', 'blue', 'color', 'symbol', 'pop', 'expression', 'paint', 'style', 'textur', 'leav', 'come', 'head']"
newbies 63,1.09E+18,Black and white minimalistic line art of a frozen lake in winter surrounded by pine trees and mountains  Two teenage girls ice skate in the far distance ,4/26/2023,"['black', 'line', 'art', 'lake', 'winter', 'surrounded', 'pine', 'trees', 'mountains', 'two', 'girls', 'ice', 'skate', 'far', 'distance']","['line', 'art', 'lake', 'winter', 'surrounded', 'pine', 'trees', 'mountains', 'two', 'girls', 'skate', 'far', 'distance']","['black', 'line', 'art', 'lake', 'winter', 'surround', 'pine', 'tree', 'mountain', 'two', 'girl', 'ice', 'skate', 'far', 'distanc']"
newbies 93,6.98E+17,Simple minimalistic japanese macaque logo,4/26/2023,"['simple', 'macaque', 'logo']","['simple', 'macaque', 'logo']","['simpl', 'macaqu', 'logo']"
newbies 93,4.14E+17,girl 15 years old in cyberpunk world with long hair  yellow eyes and medical on her face,4/26/2023,"['15', 'years', 'cyberpunk', 'world', 'hair', 'eyes', 'face']","['15', 'years', 'world', 'hair', 'eyes', 'face']","['15', 'year', 'cyberpunk', 'world', 'hair', 'eye', 'face']"
newbies 93,1.10E+18,drawing sketch style  farmhouse with a dog on the front porch  red 1950s truck in driveway  dog on the front porch of the house  logo style,4/26/2023,"['drawing', 'sketch', 'style', 'farmhouse', 'dog', 'front', 'porch', 'red', '1950s', 'truck', 'driveway', 'dog', 'porch', 'house', 'logo', 'style']","['drawing', 'sketch', 'style', 'farmhouse', 'dog', 'front', 'porch', 'red', '1950s', 'truck', 'driveway', 'dog', 'porch', 'house', 'logo', 'style']","['draw', 'sketch', 'style', 'farmhous', 'dog', 'front', 'porch', 'red', '1950', 'truck', 'driveway', 'dog', 'porch', 'hous', 'logo', 'style']"
newbies 93,8.13E+17,hyper realistic photography of tryndamere fighting yorick behind him stands his Ultimate Maiden of the Mist on top lane in the summerns rift  ,4/26/2023,"['photography', 'fighting', 'yorick', 'behind', 'stands', 'ultimate', 'maiden', 'mist', 'lane', 'summerns', 'rift']","['photography', 'fighting', 'yorick', 'behind', 'stands', 'mist', 'lane', 'summerns', 'rift']","['photographi', 'fight', 'yorick', 'behind', 'stand', 'ultim', 'maiden', 'mist', 'lane', 'summern', 'rift']"
newbies 17,9.18E+17,a complex symmetrical 3 d image with a euphoric color scheme and varying geometric shapes and depths  ,4/26/2023,"['3', 'image', 'color', 'scheme', 'varying', 'shapes', 'depths']","['3', 'image', 'color', 'scheme', 'varying', 'shapes', 'depths']","['3', 'imag', 'color', 'scheme', 'vari', 'shape', 'depth']"
newbies 17,3.86E+17,EXTERNALURL Illustration  Color  Paint  Glasses  topper  ,4/26/2023,"['externalurl', 'illustration', 'color', 'paint', 'glasses', 'topper']","['externalurl', 'illustration', 'color', 'paint', 'glasses', 'topper']","['externalurl', 'illustr', 'color', 'paint', 'glass', 'topper']"
newbies 17,1.10E+18,Singapore shophouse front facing simple engraved blue and white,4/26/2023,"['singapore', 'shophouse', 'front', 'facing', 'engraved']","['singapore', 'shophouse', 'facing', 'engraved']","['singapor', 'shophous', 'front', 'face', 'engrav']"
newbies 17,7.85E+17,beatiful sky  yokohama xmt  tire  on a sahara yellow w461 270cdi 4 k  super realistic  in deseret,4/26/2023,"['yokohama', 'xmt', 'tire', 'sahara', 'w461', '270cdi', '4', 'k', 'realistic', 'deseret']","['yokohama', 'xmt', 'tire', 'sahara', 'w461', '270cdi', '4', 'k', 'deseret']","['yokohama', 'xmt', 'tire', 'sahara', 'w461', '270cdi', '4', 'k', 'realist', 'deseret']"
newbies 47,6.38E+17,drawn like a naruto charcter  darkskin   young adult male  has a sword on his back  camera in his right hand  has a rottweiler,4/26/2023,"['drawn', 'like', 'charcter', 'darkskin', 'adult', 'male', 'sword', 'back', 'camera', 'hand', 'rottweiler']","['drawn', 'like', 'charcter', 'darkskin', 'adult', 'male', 'sword', 'back', 'camera', 'hand', 'rottweiler']","['drawn', 'like', 'charcter', 'darkskin', 'adult', 'male', 'sword', 'back', 'camera', 'hand', 'rottweil']"
newbies 47,1.10E+18,EXTERNALURL circuit texute walls,4/26/2023,"['externalurl', 'circuit', 'texute', 'walls']","['externalurl', 'circuit', 'texute', 'walls']","['externalurl', 'circuit', 'texut', 'wall']"
